id,images,labels
25725,./images/C25725.jpg,./labels/C25725.txt
2578,./images/C2578.jpg,./labels/C2578.txt
25793,./images/C25793.jpg,./labels/C25793.txt
25796,./images/C25796.jpg,./labels/C25796.txt
25839,./images/C25839.jpg,./labels/C25839.txt
25880,./images/C25880.jpg,./labels/C25880.txt
25881,./images/C25881.jpg,./labels/C25881.txt
25956,./images/C25956.jpg,./labels/C25956.txt
2611,./images/C2611.jpg,./labels/C2611.txt
2619,./images/C2619.jpg,./labels/C2619.txt
2623,./images/C2623.jpg,./labels/C2623.txt
26269,./images/C26269.jpg,./labels/C26269.txt
26272,./images/C26272.jpg,./labels/C26272.txt
2630,./images/C2630.jpg,./labels/C2630.txt
2635,./images/C2635.jpg,./labels/C2635.txt
26369,./images/C26369.jpg,./labels/C26369.txt
2640,./images/C2640.jpg,./labels/C2640.txt
2642,./images/C2642.jpg,./labels/C2642.txt
2644,./images/C2644.jpg,./labels/C2644.txt
2646,./images/C2646.jpg,./labels/C2646.txt
2649,./images/C2649.jpg,./labels/C2649.txt
26490,./images/C26490.jpg,./labels/C26490.txt
26505,./images/C26505.jpg,./labels/C26505.txt
2651,./images/C2651.jpg,./labels/C2651.txt
2655,./images/C2655.jpg,./labels/C2655.txt
2656,./images/C2656.jpg,./labels/C2656.txt
2659,./images/C2659.jpg,./labels/C2659.txt
26727,./images/C26727.jpg,./labels/C26727.txt
26754,./images/C26754.jpg,./labels/C26754.txt
26757,./images/C26757.jpg,./labels/C26757.txt
26805,./images/C26805.jpg,./labels/C26805.txt
26855,./images/C26855.jpg,./labels/C26855.txt
26888,./images/C26888.jpg,./labels/C26888.txt
26940,./images/C26940.jpg,./labels/C26940.txt
26941,./images/C26941.jpg,./labels/C26941.txt
26962,./images/C26962.jpg,./labels/C26962.txt
27026,./images/C27026.jpg,./labels/C27026.txt
27090,./images/C27090.jpg,./labels/C27090.txt
27138,./images/C27138.jpg,./labels/C27138.txt
27153,./images/C27153.jpg,./labels/C27153.txt
27170,./images/C27170.jpg,./labels/C27170.txt
27171,./images/C27171.jpg,./labels/C27171.txt
27172,./images/C27172.jpg,./labels/C27172.txt
27210,./images/C27210.jpg,./labels/C27210.txt
27211,./images/C27211.jpg,./labels/C27211.txt
27316,./images/C27316.jpg,./labels/C27316.txt
27389,./images/C27389.jpg,./labels/C27389.txt
27395,./images/C27395.jpg,./labels/C27395.txt
27623,./images/C27623.jpg,./labels/C27623.txt
27644,./images/C27644.jpg,./labels/C27644.txt
27649,./images/C27649.jpg,./labels/C27649.txt
27689,./images/C27689.jpg,./labels/C27689.txt
27818,./images/C27818.jpg,./labels/C27818.txt
27840,./images/C27840.jpg,./labels/C27840.txt
27841,./images/C27841.jpg,./labels/C27841.txt
27842,./images/C27842.jpg,./labels/C27842.txt
27843,./images/C27843.jpg,./labels/C27843.txt
27844,./images/C27844.jpg,./labels/C27844.txt
27893,./images/C27893.jpg,./labels/C27893.txt
27973,./images/C27973.jpg,./labels/C27973.txt
27977,./images/C27977.jpg,./labels/C27977.txt
28056,./images/C28056.jpg,./labels/C28056.txt
28080,./images/C28080.jpg,./labels/C28080.txt
28111,./images/C28111.jpg,./labels/C28111.txt
28112,./images/C28112.jpg,./labels/C28112.txt
28139,./images/C28139.jpg,./labels/C28139.txt
28188,./images/C28188.jpg,./labels/C28188.txt
28231,./images/C28231.jpg,./labels/C28231.txt
28236,./images/C28236.jpg,./labels/C28236.txt
28237,./images/C28237.jpg,./labels/C28237.txt
2833,./images/C2833.jpg,./labels/C2833.txt
28352,./images/C28352.jpg,./labels/C28352.txt
28354,./images/C28354.jpg,./labels/C28354.txt
28506,./images/C28506.jpg,./labels/C28506.txt
28510,./images/C28510.jpg,./labels/C28510.txt
28628,./images/C28628.jpg,./labels/C28628.txt
2878,./images/C2878.jpg,./labels/C2878.txt
28860,./images/C28860.jpg,./labels/C28860.txt
28956,./images/C28956.jpg,./labels/C28956.txt
28958,./images/C28958.jpg,./labels/C28958.txt
29016,./images/C29016.jpg,./labels/C29016.txt
2911,./images/C2911.jpg,./labels/C2911.txt
29213,./images/C29213.jpg,./labels/C29213.txt
2994,./images/C2994.jpg,./labels/C2994.txt
29951,./images/C29951.jpg,./labels/C29951.txt
3002,./images/C3002.jpg,./labels/C3002.txt
30027,./images/C30027.jpg,./labels/C30027.txt
30052,./images/C30052.jpg,./labels/C30052.txt
30084,./images/C30084.jpg,./labels/C30084.txt
30111,./images/C30111.jpg,./labels/C30111.txt
3018,./images/C3018.jpg,./labels/C3018.txt
30600,./images/C30600.jpg,./labels/C30600.txt
30635,./images/C30635.jpg,./labels/C30635.txt
30714,./images/C30714.jpg,./labels/C30714.txt
31058,./images/C31058.jpg,./labels/C31058.txt
31071,./images/C31071.jpg,./labels/C31071.txt
31081,./images/C31081.jpg,./labels/C31081.txt
31378,./images/C31378.jpg,./labels/C31378.txt
3167,./images/C3167.jpg,./labels/C3167.txt
3168,./images/C3168.jpg,./labels/C3168.txt
32266,./images/C32266.jpg,./labels/C32266.txt
3260,./images/C3260.jpg,./labels/C3260.txt
3283,./images/C3283.jpg,./labels/C3283.txt
32852,./images/C32852.jpg,./labels/C32852.txt
3296,./images/C3296.jpg,./labels/C3296.txt
3297,./images/C3297.jpg,./labels/C3297.txt
3299,./images/C3299.jpg,./labels/C3299.txt
33023,./images/C33023.jpg,./labels/C33023.txt
3303,./images/C3303.jpg,./labels/C3303.txt
3305,./images/C3305.jpg,./labels/C3305.txt
3308,./images/C3308.jpg,./labels/C3308.txt
3312,./images/C3312.jpg,./labels/C3312.txt
3313,./images/C3313.jpg,./labels/C3313.txt
3314,./images/C3314.jpg,./labels/C3314.txt
3316,./images/C3316.jpg,./labels/C3316.txt
3317,./images/C3317.jpg,./labels/C3317.txt
3329,./images/C3329.jpg,./labels/C3329.txt
3330,./images/C3330.jpg,./labels/C3330.txt
3331,./images/C3331.jpg,./labels/C3331.txt
33401,./images/C33401.jpg,./labels/C33401.txt
3346,./images/C3346.jpg,./labels/C3346.txt
3347,./images/C3347.jpg,./labels/C3347.txt
3349,./images/C3349.jpg,./labels/C3349.txt
3363,./images/C3363.jpg,./labels/C3363.txt
3366,./images/C3366.jpg,./labels/C3366.txt
3404,./images/C3404.jpg,./labels/C3404.txt
3407,./images/C3407.jpg,./labels/C3407.txt
3408,./images/C3408.jpg,./labels/C3408.txt
3410,./images/C3410.jpg,./labels/C3410.txt
3412,./images/C3412.jpg,./labels/C3412.txt
3413,./images/C3413.jpg,./labels/C3413.txt
3414,./images/C3414.jpg,./labels/C3414.txt
3557,./images/C3557.jpg,./labels/C3557.txt
3567,./images/C3567.jpg,./labels/C3567.txt
3568,./images/C3568.jpg,./labels/C3568.txt
3569,./images/C3569.jpg,./labels/C3569.txt
3570,./images/C3570.jpg,./labels/C3570.txt
3571,./images/C3571.jpg,./labels/C3571.txt
3575,./images/C3575.jpg,./labels/C3575.txt
3580,./images/C3580.jpg,./labels/C3580.txt
3582,./images/C3582.jpg,./labels/C3582.txt
3583,./images/C3583.jpg,./labels/C3583.txt
3587,./images/C3587.jpg,./labels/C3587.txt
3589,./images/C3589.jpg,./labels/C3589.txt
3591,./images/C3591.jpg,./labels/C3591.txt
3592,./images/C3592.jpg,./labels/C3592.txt
3595,./images/C3595.jpg,./labels/C3595.txt
3596,./images/C3596.jpg,./labels/C3596.txt
3599,./images/C3599.jpg,./labels/C3599.txt
3606,./images/C3606.jpg,./labels/C3606.txt
3607,./images/C3607.jpg,./labels/C3607.txt
3608,./images/C3608.jpg,./labels/C3608.txt
3612,./images/C3612.jpg,./labels/C3612.txt
3614,./images/C3614.jpg,./labels/C3614.txt
3617,./images/C3617.jpg,./labels/C3617.txt
3622,./images/C3622.jpg,./labels/C3622.txt
3623,./images/C3623.jpg,./labels/C3623.txt
3626,./images/C3626.jpg,./labels/C3626.txt
3631,./images/C3631.jpg,./labels/C3631.txt
3638,./images/C3638.jpg,./labels/C3638.txt
3640,./images/C3640.jpg,./labels/C3640.txt
3641,./images/C3641.jpg,./labels/C3641.txt
3642,./images/C3642.jpg,./labels/C3642.txt
3644,./images/C3644.jpg,./labels/C3644.txt
3645,./images/C3645.jpg,./labels/C3645.txt
3708,./images/C3708.jpg,./labels/C3708.txt
3711,./images/C3711.jpg,./labels/C3711.txt
3712,./images/C3712.jpg,./labels/C3712.txt
3717,./images/C3717.jpg,./labels/C3717.txt
3718,./images/C3718.jpg,./labels/C3718.txt
3722,./images/C3722.jpg,./labels/C3722.txt
3724,./images/C3724.jpg,./labels/C3724.txt
3725,./images/C3725.jpg,./labels/C3725.txt
